search,found,price,pre_discount
arroz,Arroz G2 Largo Delgado 1Kg Acuenta,1350,1350
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,1950,1950
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,1890,1890
arroz,Arroz Grado 2 Bolsa 1 Kg MiSol,1490,1490
arroz,Arroz Grano Largo Ancho Grado 1 1Kg Miraflores...,2450,2450
arroz,Arroz Grado 2 Grano Largo Delgado Bolsa 1Kg Lid...,1650,1650
arroz,Arroz Pre Graneado Grano Largo Bolsa 1Kg Tucape...,2390,2390
arroz,Arroz Grado 1 Grano Largo Ancho Bolsa 1Kg Tucap...,2290,2290
arroz,Arroz Pre Graneado Grado 1 Grano Largo 1Kg Lide...,1890,1890
arroz,Arroz Grado 2 Grano Largo Bolsa 1KG Banquete...,1990,1990
arroz,Arroz Preparado Champiñón Bolsa 210grs Tucapel...,950,950
arroz,Arroz Preparado Chaufán Bolsa 210grs Tucapel...,950,950
arroz,Arroz Preparado Primavera Bolsa 210grs Tucapel...,950,950
arroz,Arroz Blue Bonnet Grado 1 kg Tucapel,1850,1850
arroz,Arroz Grado 1 Grano Largo y Delgado Bolsa 1 kg ...,1790,1790
arroz,Arroz Grado 1 800 g La Romana,1000,1000
arroz,Arroz Largo Delgado G2 1 kg Selecta,1200,1200
arroz,Arroz Crocante Chocolate Inkat Crunch 80 g Cala...,1000,1000
arroz,Arroz Crocante Inkat Crunch Maní 80 g Calaf...,1000,1000
arroz,Cuscús 250grs Lider,1690,1690
arroz,Galleta de Arroz 100grs Selz,1650,1650
arroz,Galleta de Arroz 110grs Lider,1390,1390
arroz,Galleta Arroz Sésamo 90grs Kupiec,2590,2590
arroz,Cereal Natur Arroz 100 g Natur,1250,1250
arroz,Sopa Pollo Arroz 70 g Gourmet,560,560
arroz,Bebida Vegetal Arroz 1 l Orasí,2250,2250
arroz,Galleta de Arroz Multigranos Bolsa 90grs Kupiec...,2590,2590
arroz,Galletas de arroz Chocolate-Naranja 25 g Mizos...,570,570
arroz,Galletas de arroz Mizos chocolate 20 g Mizos...,530,530
arroz,Galletas de Arroz con Chocolate 150 g Lider...,1950,1950
arroz,Caldo Sazonador en Polvo para Arroz 6 Un Gourme...,750,750
arroz,Sopa Sabor Pollo Con Arroz 70 g Maggi,550,550
arroz,Alimento Seco para Gato Arroz y Espinaca 1Kg Ga...,2750,2750
arroz,Galleta de Arroz con Un Toque de Sal 110grs Lid...,1390,1390
arroz,Quinoa 250 g Lider,2050,2050
arroz,Quinoa Mediterránea 400 g Lider,3150,3150
arroz,Alimento Perro Adulto Carne y Arroz Bolsa 15Kg ...,18190,18190
arroz,"Helado de Leche Sabor Leche Asada, Suspiro Lime...",5890,5890
arroz,Arvejas Verdes Partidas Banquete Bolsa 1 kg Ban...,2590,2590
arroz,Galleta Emparedado Frutilla 150grs Ecovida...,1790,1790
arroz,Porotos Negros En Conserva 420 g Aconcagua...,1390,1390
arroz,Galletas de Chuño Light Sin Azúcar 125grs Izkol...,1550,1550
arroz,Galletas Finas Chuño Bolsa 125grs Izkol,1550,1550
arroz,Galleta de Oblea Sabor Chocolate sin Azúcar Bol...,3190,3190
arroz,Oblea Vainilla Diet Nature 210grs Gullon,3190,3190
arroz,Galletas Integrales de Zanahoria sin Azúcar Bol...,1290,1290
arroz,Arroz Pregraneado Bolsa 1KG Miraflores,2290,2690
arroz,Cereal Arroz Inflado 250 g Acuenta,1000,1350
arroz,Cachupin Adulto Carne Arroz 15 kg Cachupin...,19250,22690
arroz,Alimento Perro Adulto Carne y Arroz Bolsa 9 Kg...,11290,13390
arroz,Quinoa 400grs Lider,2890,3190
arroz,"Alimento Perro Adulto Carne, Arroz y Vegetales ...",24990,30590
arroz,Alimento para Perros Adultos Trocitos Jugosos S...,530,650
arroz,Alimento para Perros Adultos Trocitos Jugosos S...,530,650
arroz,Galletas Mana Vainilla 393 g Arcor,1900,2350
pasta,Pasta Salame 125grs La Preferida,1090,1090
pasta,Pasta Dental Tripleacción 132grs Colgate,1250,1250
pasta,Pasta Menta 126 g Aquafresh,1990,1990
pasta,Pasta Vitaminizada Mariposas 250grs Carozzi...,820,820
pasta,Pasta Pantrucas 250 g Carozzi,820,820
pasta,Pasta Pollo Ciboulette 125grs La Preferida...,1090,1090
pasta,Pasta Rigati Integral 400 G Lucchetti,1090,1090
pasta,Pasta Corbata 88 Bolsa 400grs Lucchetti,1090,1090
pasta,Pasta para Uno Caracoqueso 70 g Carozzi,1250,1250
pasta,Pasta Dental Dientes Sensibles 75 g Pepsodent...,1790,1790
pasta,Pasta Muro Interior TR15 Bolsa 1KG Tricolor...,1490,1490
pasta,Pasta Dental Smiles Minions 100 g Colgate...,2950,2950
pasta,Pasta Espirales Al Huevo 400 g Lider,1050,1050
pasta,Pasta Protein Spaghetti 5 400 g Lucchetti...,1550,1550
pasta,Pasta dental triple acción 75 ml 3 Un Colgate...,4290,4290
pasta,Pasta Dental Triple Menta Americcana 90 g Pepso...,1000,1000
pasta,Pasta de Salame Premium Embutido 125grs Receta ...,1050,1050
pasta,Pasta dental protección anti caries 2 un Pepsod...,4690,4690
pasta,Pasta Dental Integral 18 Resist 75 ml Pepsodent...,2590,2590
pasta,Pasta Fresca Ravioles Ricotta Espinaca 500 g Li...,2990,2990
pasta,Pasta dental integral 18 - natural charcoal 75m...,2890,2890
pasta,Pasta Instantánea Sabor Carne 64 g Great Value...,780,780
pasta,Pasta Rápida Sabor Carne 85 g Great Value...,580,580
pasta,Pasta Instantánea Sabor Pollo 64 g Great Value...,780,780
pasta,Pasta de Zapato Color Negro Frasco 80 g Virgini...,2000,2000
pasta,Pasta dental protección anti caries 3x130g 3 Un...,5590,5590
pasta,Pasta Dental Triple Fresh 75 ml 3 Un Colgate...,4890,4890
pasta,Pasta Dental Integral 18 Limpieza Profunda 75 m...,2590,2590
pasta,Pasta Dental Triple Menta Americana Pack 2 Un 1...,2750,2750
pasta,Pasta dental xtra whitening 3 Un 130 g c/u Peps...,5450,5450
pasta,Pasta Dental Niños Big Teeth 6-8 años 94 g Aqua...,2790,2790
pasta,Betún Pasta Negro 88ml Virginia,2150,2150
pasta,Betún Pasta Café 88ml Virginia,2290,2290
pasta,Palta Hass 500grs,1500,1500
