search,found,price,pre_discount
arroz,Arroz G2 Largo Delgado 1Kg Acuenta,1350,1350
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,1750,1750
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,1890,1890
arroz,Arroz Grado 2 Bolsa 1 Kg MiSol,1490,1490
arroz,Arroz Grano Largo Ancho Grado 1 1Kg Miraflores...,2590,2590
arroz,Arroz Grado 2 Grano Largo Delgado Bolsa 1Kg Lid...,1550,1550
arroz,Arroz Pre Graneado Grano Largo Bolsa 1Kg Tucape...,2050,2050
arroz,Arroz Grado 1 Grano Largo Ancho Bolsa 1Kg Tucap...,2000,2000
arroz,Arroz Pre Graneado Grado 1 Grano Largo 1Kg Lide...,1890,1890
arroz,Arroz Grado 2 Grano Largo Bolsa 1KG Banquete...,1990,1990
arroz,Arroz Pregraneado Bolsa 1KG Miraflores,2690,2690
arroz,Arroz Preparado Primavera Bolsa 210grs Tucapel...,940,940
arroz,Arroz Preparado Champiñón Bolsa 210grs Tucapel...,940,940
arroz,Arroz Preparado Chaufán Bolsa 210grs Tucapel...,940,940
arroz,Arroz Blue Bonnet Grado 1 kg Tucapel,2250,2250
arroz,Arroz Grado 1 Grano Largo y Delgado Bolsa 1 kg ...,1790,1790
arroz,Arroz Grado 2 500 g Misol,500,500
arroz,Arroz Grado 1 800 g La Romana,1000,1000
arroz,Arroz Largo Delgado G2 1 kg Selecta,1450,1450
arroz,Arroz Crocante Chocolate Inkat Crunch 80 g Cala...,1000,1000
arroz,Arroz Crocante Inkat Crunch Maní 80 g Calaf...,1000,1000
arroz,Cuscús 250grs Lider,1450,1450
arroz,Cereal Arroz 250grs Nestum,2690,2690
arroz,Galleta de Arroz 110grs Lider,1390,1390
arroz,Galleta de Arroz 100grs Selz,1650,1650
arroz,Galleta de Arroz 160grs Cerealitas,3390,3390
arroz,Bebida Vegetal Arroz 1 l Orasí,2990,2990
arroz,Cachupin Adulto Carne Arroz 15 kg Cachupin...,22690,22690
arroz,Galletas de arroz Chocolate-Naranja 25 g Mizos...,570,570
arroz,Galletas de arroz Mizos chocolate 20 g Mizos...,520,520
arroz,Sopa Deshidratada de Pollo con Arroz 70grs Lide...,390,390
arroz,Caldo En Polvo Sabor Arroz 32 g Maggi,720,720
arroz,Galletas de Arroz con Chocolate 150 g Lider...,1950,1950
