search,acuenta,eltit,eltrebol,jumbo,santaisabel,unimarc,price_acuenta,pre_discount_acuenta,price_eltit,pre_discount_eltit,price_eltrebol,pre_discount_eltrebol,price_jumbo,pre_discount_jumbo,price_santaisabel,pre_discount_santaisabel,price_unimarc,pre_discount_unimarc
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,Arroz Pregraneado Tucapel 1Kg,Tucapel Arroz Tucapel Pregraneado G°1 kg,Tucapel Arroz Grado 2 Tucapel Gran Selección Grano Largo y Ancho 1 kg,Tucapel Arroz Grado 2 Tucapel Blue Grano Largo y Delgado 1 kg,Arroz tucapel pregraneado 1 kg,1990.0,1990.0,2199.0,2199.0,2190.0,2190.0,2150.0,2150.0,1490.0,1790.0,2420.0,2830.0
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,Arroz Pregraneado Tucapel 1Kg,Tucapel Arroz Tucapel Pregraneado G°1 kg,Tucapel Arroz Grado 2 Tucapel Gran Selección Grano Largo y Ancho 1 kg,Tucapel Arroz Grado 2 Tucapel Blue Grano Largo y Delgado 1 kg,Arroz tucapel pregraneado 1 kg,1890.0,1890.0,2199.0,2199.0,2190.0,2190.0,2150.0,2150.0,1490.0,1790.0,2420.0,2830.0
arroz,Arroz Preparado Primavera Bolsa 210grs Tucapel...,Arroz Especial Preparado Primavera Miraflores 210Gr,Tucapel Arroz Tucapel Primavera 210 gr,Miraflores Arroz Preparado Primavera 210 g,Miraflores Arroz Preparado Primavera 210 g,Arroz preparado miraflores primavera 210 g,940.0,940.0,1290.0,1290.0,999.0,999.0,990.0,1170.0,950.0,1150.0,1030.0,1210.0
arroz,Arroz Preparado Chaufán Bolsa 210grs Tucapel...,Arroz Especial Preparado Chaufán Miraflores 210Gr,Tucapel Arroz Tucapel Chaufán 210 gr,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Arroz preparado miraflores chaufán 210 g,940.0,940.0,1290.0,1290.0,949.0,949.0,990.0,1170.0,950.0,1150.0,1030.0,1210.0
arroz,Sopa Sabor Pollo Con Arroz 70 g Maggi,Sopa Sabor Pollo con Arroz Maggi 70Gr,Maggi Sopa Maggi Pollo Arroz 70Grs,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Sopa maggi sabor pollo con arroz sobre 70 g,550.0,550.0,599.0,599.0,599.0,849.0,620.0,620.0,610.0,610.0,500.0,590.0
manzanas,Acondicionador Manzana Papaya Bio 750 ml Famila...,Acondicionador Mazana Papaya Familand 750Ml,Familand Acondicionador Familand Manzana Papaya 750 ml,Familand Acondicionador Familand Manzana y Papaya 750 ml,Familand Acondicionador Familand Manzana y Papaya 750 ml,Acondicionador familand granada uvaterapia 750 ml,1990.0,1990.0,1799.0,1799.0,1590.0,1990.0,2220.0,2220.0,2190.0,2190.0,2190.0,2190.0
sal,Sal Parrillera 750grs Lider,Sal Parillera Salero Lobos 750Gr,Sal Lobos Sal Lobos Parrillera 750 gr,Lobos Sal Parrillera Lobos Yodada Frasco 750 g,Cuisine & Co Sal Parrillera 750 g,Sal parrillera lobos 750 g,1350.0,1350.0,1399.0,1399.0,1590.0,1590.0,1650.0,1650.0,990.0,1370.0,1650.0,1650.0
sal,Mantequilla Con Sal 250 g Calo,Mantequilla Con Sal De Mar Soprole 250 Gr,Calo Mantequilla Calo Pan 250 gr,Calo Mantequilla Calo Con Sal 250 g,Calo Mantequilla Calo Con Sal 250 g,Mantequilla calo con sal pan 250 g,2790.0,2790.0,3090.0,3090.0,3290.0,3290.0,3179.0,3179.0,2890.0,2890.0,2990.0,2990.0
sal,Mantequilla Con Sal 250 g Soprole,Mantequilla Con Sal De Mar Soprole 250 Gr,Soprole Mantequilla Soprole Sal De Mar 250 Gr,Soprole Mantequilla Soprole Con Sal 250 g,Soprole Mantequilla Soprole Con Sal 250 g,Mantequilla soprole con sal 250 g,2890.0,2890.0,3090.0,3090.0,3190.0,3190.0,2590.0,3099.0,3049.0,3049.0,2550.0,3100.0
sal,Mantequilla Sin Sal Pan 250grs Soprole,Mantequilla Sin Sal Soprole 250Gr,Soprole Mantequilla Soprole Pan S/Sal 250 Gr,Soprole Mantequilla Soprole Sin Sal 250 g,Soprole Mantequilla Soprole Sin Sal 250 g,Mantequilla soprole sin sal 250 g,2690.0,2690.0,3090.0,3090.0,3190.0,3190.0,2890.0,3369.0,3299.0,3299.0,3375.0,3740.0
sal,Mantequilla con Sal 250grs Los Alerces,Mantequilla Los Alerces 250Gr,Soprole Mantequilla Soprole Sal De Mar 250 Gr,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Mantequilla fundo los alerces con sal pan 250 g,2890.0,2890.0,2990.0,2990.0,3190.0,3190.0,3449.0,3449.0,3399.0,3399.0,3690.0,3690.0
sal,Acondicionador Moringa Sin Sal 750ml Familand...,Acondicionador Mazana Papaya Familand 750Ml,Familand Acondicionador Familand Doypack Moringa 750 ml,Familand Acondicionador Familand Granada Uva 750 ml,Familand Acondicionador Familand Granada Uva 750 ml,Acondicionador familand granada uvaterapia 750 ml,1990.0,1990.0,1799.0,1799.0,1390.0,1390.0,2220.0,2220.0,2190.0,2190.0,2190.0,2190.0
azúcar,Azúcar Blanca 1Kg Acuenta,Azúcar Dama Blanca 1Kg,Dama Blanca Azúcar Dama Blanca 1 Kg,Iansa Azúcar Blanca Iansa 1 kg,Iansa Azúcar Blanca Iansa 1 kg,Azúcar blanca iansa 1 kg,1090.0,1090.0,1399.0,1399.0,1490.0,1490.0,1490.0,1490.0,1470.0,1470.0,1490.0,1490.0
azúcar,Azúcar Granulada 1Kg Lider,Azúcar Blanca Granulada Iansa 1Kg,Iansa Azúcar blanca granulada Iansa 1 kg,Cuisine & Co Azúcar Cuisine & Co Blanca Granulada 1 kg,Cuisine & Co Azúcar Cuisine & Co Blanca Granulada 1 kg,Azúcar granulada merkat 1 kg,1250.0,1250.0,1399.0,1399.0,1490.0,1490.0,1290.0,1290.0,1270.0,1270.0,1150.0,1150.0
azúcar,Azúcar Flor 500grs Iansa,Azúcar Flor Iansa 500Gr,Iansa Azúcar Flor Iansa 500 gr,Iansa Azúcar Flor Iansa 500 g,Iansa Azúcar Flor Iansa 500 g,Azúcar flor iansa 500 g,1150.0,1150.0,999.0,1299.0,1390.0,1390.0,1290.0,1290.0,990.0,1270.0,1090.0,1290.0
azúcar,Azúcar Flor 500grs Lider,Azúcar Flor Iansa 500Gr,Iansa Azúcar Flor Iansa 500 gr,Iansa Azúcar Flor Iansa 500 g,Iansa Azúcar Flor Iansa 500 g,Azúcar flor iansa 500 g,1090.0,1090.0,999.0,1299.0,1390.0,1390.0,1290.0,1290.0,990.0,1270.0,1090.0,1290.0
azúcar,Azúcar Rubia 500grs Lider,Azúcar Rubia Iansa 500Gr,Iansa Azúcar Rubia Iansa 500 gr,Iansa Azúcar Rubia Iansa 500 g,Iansa Azúcar Rubia Iansa 500 g,Azúcar rubia iansa 500 g,1150.0,1150.0,999.0,1399.0,1390.0,1390.0,1090.0,1390.0,990.0,1370.0,1430.0,1430.0
azúcar,Azúcar Blanca Light Con Sucralosa 500 g Iansa...,Azúcar Blanca Ligth Con Sucralosa 500Gr,Iansa Azúcar Iansa Light con Sucralosa 500 gr,Iansa Azúcar Blanca Iansa Light con Sucralosa 500 g,Iansa Azúcar Blanca Iansa Light con Sucralosa 500 g,Azúcar blanca light iansa con sucralosa 500 g,1590.0,1590.0,1695.0,1695.0,1790.0,1790.0,1490.0,1690.0,1670.0,1670.0,1890.0,1890.0
azúcar,Azúcar Rubia Bolsa 500grs Iansa,Azúcar Rubia Iansa 500Gr,Iansa Azúcar Rubia Iansa 500 gr,Iansa Azúcar Rubia Iansa 500 g,Iansa Azúcar Rubia Iansa 500 g,Azúcar rubia iansa 500 g,1100.0,1290.0,999.0,1399.0,1390.0,1390.0,1090.0,1390.0,990.0,1370.0,1430.0,1430.0
aceite,Aceite De Maravilla 1 L Chef,Aceite de Maravilla Chef 1L,Chef Aceite Chef Maravilla 1 L,Chef Aceite de Maravilla Chef 1 L,Chef Aceite de Maravilla Chef 1 L,Aceite chef maravilla 0% colesterol 1 l,2750.0,2750.0,2990.0,2990.0,3590.0,3590.0,3710.0,3710.0,3690.0,3690.0,2900.0,3590.0
aceite,Aceite Maravilla 900 ml Lider,Aceite Maravilla Parral 900Ml,Parral Aceite Parral Maravilla 900 ml,Cuisine & Co Aceite de Maravilla 900 ml,Cuisine & Co Aceite de Maravilla 900 ml,Aceite nuestra cocina 100% maravilla 900 ml,1700.0,1700.0,2099.0,2099.0,1990.0,2390.0,1990.0,2450.0,2430.0,2430.0,2000.0,2310.0
jamon,Jamón Pierna Artesanal 200 g San Jorge,Jamón Colonial San Jorge 200 Gr,San Jorge Jamón Planchado San Jorge 200 grs,Receta del Abuelo Jamón Pierna Artesanal Receta del Abuelo 200 g,Winter Jamón Pierna Artesanal Winter 200 g,Jamón artesanal san jorge 200 g,2150.0,2150.0,2690.0,2690.0,2290.0,2290.0,2390.0,2990.0,2290.0,2290.0,2490.0,2490.0
mantequilla,Mantequilla Untable 200grs Colun,Mantequilla Untable Colun 200Gr,Soprole Mantequilla Untable Soprole 200 Grs,Colun Mantequilla Colun 200 g,Colun Mantequilla Colun 200 g,Mantequilla colun untable con sal pote 200 g,3390.0,3390.0,3290.0,3290.0,3690.0,3690.0,3629.0,3629.0,3569.0,3569.0,3630.0,3630.0
